Gene	C12
C12_Sobic.001G057700	1
C12_Sobic.001G058000	1
C12_Sobic.001G058100	1
C12_Sobic.001G058200	1
C12_Sobic.001G058600	1
C12_Sobic.001G059100	1
C12_Sobic.001G059900	1
C12_Sobic.001G060300	1
C12_Sobic.001G060500	1
C12_Sobic.001G061101	1
C12_Sobic.001G061600	2
C12_Sobic.001G061800	2
C12_Sobic.001G063100	1
C12_Sobic.001G063400	1
C12_Sobic.001G063900	2
C12_Sobic.001G064000	1
C12_Sobic.001G064300	1
C12_Sobic.001G065700	1
C12_Sobic.001G066100	1
C12_Sobic.001G066700	1
C12_Sobic.001G067100	1
C12_Sobic.001G067300	1
C12_Sobic.001G067400	1
C12_Sobic.001G067601	1
C12_Sobic.001G068301	1
C12_Sobic.001G069000	1
C12_Sobic.001G069200	1
C12_Sobic.001G069400	1
C12_Sobic.001G069500	1
C12_Sobic.001G069600	1
C12_Sobic.001G069800	1
C12_Sobic.001G069900	1
C12_Sobic.001G071600	1
C12_Sobic.001G072250	1
C12_Sobic.001G072700	1
C12_Sobic.001G072800	2
C12_Sobic.001G073000	1
C12_Sobic.001G073400	1
C12_Sobic.001G075600	1
C12_Sobic.001G075800	1
C12_Sobic.001G076000	1
C12_Sobic.001G076500	1
C12_Sobic.001G076600	1
C12_Sobic.001G078000	2
C12_Sobic.001G078100	1
C12_Sobic.001G078400	1
C12_Sobic.001G078900	1
C12_Sobic.001G079100	1
C12_Sobic.001G079200	1
C12_Sobic.001G079900	1
C12_Sobic.001G080200	1
C12_Sobic.001G080600	2
C12_Sobic.001G081300	1
C12_Sobic.001G081600	1
C12_Sobic.001G082100	1
C12_Sobic.001G083300	1
C12_Sobic.001G083600	1
C12_Sobic.001G083900	1
C12_Sobic.001G084100	1
C12_Sobic.001G085000	1
C12_Sobic.001G085600	1
C12_Sobic.001G085800	1
C12_Sobic.001G085900	1
C12_Sobic.001G086050	1
C12_Sobic.001G086300	1
C12_Sobic.001G087000	1
C12_Sobic.001G087400	1
C12_Sobic.001G087900	1
C12_Sobic.001G088400	1
C12_Sobic.001G088800	1
C12_Sobic.001G090000	1
C12_Sobic.001G090700	1
C12_Sobic.001G091900	1
C12_Sobic.001G092000	2
C12_Sobic.001G092100	1
C12_Sobic.001G094800	2
C12_Sobic.001G095200	1
C12_Sobic.001G095300	1
C12_Sobic.001G095500	1
C12_Sobic.001G095800	1
C12_Sobic.001G096300	1
C12_Sobic.001G096400	3
C12_Sobic.001G097100	1
C12_Sobic.001G097400	1
C12_Sobic.001G098100	1
C12_Sobic.001G098200	1
C12_Sobic.001G098700	1
C12_Sobic.001G099000	1
C12_Sobic.001G100100	1
C12_Sobic.001G100400	1
C12_Sobic.001G100800	1
C12_Sobic.001G101100	1
C12_Sobic.001G101500	1
C12_Sobic.001G101700	2
C12_Sobic.001G102200	1
C12_Sobic.001G102500	1
C12_Sobic.001G103200	1
C12_Sobic.001G104000	1
C12_Sobic.001G104300	1
C12_Sobic.001G104800	1
C12_Sobic.001G105300	1
C12_Sobic.001G105400	1
C12_Sobic.001G106100	1
C12_Sobic.001G106300	1
C12_Sobic.001G106400	1
C12_Sobic.001G107300	0
C12_Sobic.001G107600	1
C12_Sobic.001G108100	1
C12_Sobic.001G108400	1
C12_Sobic.001G108600	2
C12_Sobic.001G108900	1
C12_Sobic.001G109100	1
C12_Sobic.001G109300	1
C12_Sobic.001G109500	0
C12_Sobic.001G110400	1
C12_Sobic.001G111366	3
C12_Sobic.001G111500	2
C12_Sobic.001G111900	1
C12_Sobic.001G112400	1
C12_Sobic.001G112700	1
C12_Sobic.001G112900	1
C12_Sobic.001G114400	1
C12_Sobic.001G115500	1
C12_Sobic.001G115700	1
C12_Sobic.001G116100	1
C12_Sobic.001G116800	1
C12_Sobic.001G117400	1
C12_Sobic.001G118800	1
C12_Sobic.001G119200	4
C12_Sobic.001G119900	1
C12_Sobic.001G120100	2
C12_Sobic.001G120600	1
C12_Sobic.001G121100	2
C12_Sobic.001G122200	1
C12_Sobic.001G122300	1
C12_Sobic.001G122500	1
C12_Sobic.001G122832	1
C12_Sobic.001G123000	1
C12_Sobic.001G123500	1
C12_Sobic.001G124400	1
C12_Sobic.001G125500	1
C12_Sobic.001G126100	1
C12_Sobic.001G126400	1
C12_Sobic.001G127200	1
C12_Sobic.001G127500	1
C12_Sobic.001G128000	1
C12_Sobic.001G129100	1
C12_Sobic.001G129400	1
C12_Sobic.001G130200	1
C12_Sobic.001G131100	1
C12_Sobic.001G131400	1
C12_Sobic.001G131700	2
C12_Sobic.001G134100	1
C12_Sobic.001G134500	2
C12_Sobic.001G134800	2
C12_Sobic.001G135200	1
C12_Sobic.001G136600	1
C12_Sobic.001G136800	1
C12_Sobic.001G137300	1
C12_Sobic.001G138300	1
C12_Sobic.001G140200	1
C12_Sobic.001G140400	1
C12_Sobic.001G141200	1
C12_Sobic.001G141600	1
C12_Sobic.001G143300	1
C12_Sobic.001G143600	1
C12_Sobic.001G144300	1
C12_Sobic.001G145900	1
C12_Sobic.001G146900	1
C12_Sobic.001G147300	1
C12_Sobic.001G148900	1
C12_Sobic.001G149000	1
C12_Sobic.001G149500	2
C12_Sobic.001G149600	1
C12_Sobic.001G150000	1
C12_Sobic.001G150200	0
C12_Sobic.001G150600	2
C12_Sobic.001G150800	1
C12_Sobic.001G151900	1
C12_Sobic.001G152000	1
C12_Sobic.001G152700	1
C12_Sobic.001G152901	1
C12_Sobic.001G153200	1
C12_Sobic.001G154700	1
C12_Sobic.001G155600	1
C12_Sobic.001G156100	2
C12_Sobic.001G157100	1
C12_Sobic.001G158400	1
C12_Sobic.001G159300	2
C12_Sobic.001G159400	1
C12_Sobic.001G159700	1
C12_Sobic.001G161300	1
C12_Sobic.001G161601	2
C12_Sobic.001G161900	1
C12_Sobic.001G162000	2
C12_Sobic.001G162100	1
C12_Sobic.001G162500	1
C12_Sobic.001G163300	1
C12_Sobic.001G165801	1
C12_Sobic.001G165901	1
C12_Sobic.001G167500	1
C12_Sobic.001G167900	1
C12_Sobic.001G168000	1
C12_Sobic.001G168100	1
C12_Sobic.001G168250	1
C12_Sobic.001G168400	2
C12_Sobic.001G168600	1
C12_Sobic.001G168800	1
C12_Sobic.001G169700	1
C12_Sobic.001G169800	1
C12_Sobic.001G170500	1
C12_Sobic.001G171800	1
C12_Sobic.001G172200	1
C12_Sobic.001G172300	1
C12_Sobic.001G172700	1
C12_Sobic.001G172800	1
C12_Sobic.001G173900	1
C12_Sobic.001G176200	1
C12_Sobic.001G177400	1
C12_Sobic.001G178000	1
C12_Sobic.001G178100	1
C12_Sobic.001G178200	1
C12_Sobic.001G178500	1
C12_Sobic.001G179800	1
C12_Sobic.001G180200	1
C12_Sobic.001G181500	1
C12_Sobic.001G181700	1
C12_Sobic.001G186100	1
C12_Sobic.001G187100	1
C12_Sobic.001G188000	1
C12_Sobic.001G188900	1
C12_Sobic.001G189300	1
C12_Sobic.001G189600	1
C12_Sobic.001G190000	1
C12_Sobic.001G190400	1
C12_Sobic.001G190700	1
C12_Sobic.001G190900	1
C12_Sobic.001G191000	1
C12_Sobic.001G191100	1
C12_Sobic.001G191400	1
C12_Sobic.001G191600	1
C12_Sobic.001G192900	1
C12_Sobic.001G193200	1
C12_Sobic.001G193700	1
C12_Sobic.001G194300	1
C12_Sobic.001G194600	1
C12_Sobic.001G195700	1
C12_Sobic.001G196200	1
C12_Sobic.001G196800	1
C12_Sobic.001G197100	1
C12_Sobic.001G198200	1
C12_Sobic.001G201601	1
C12_Sobic.001G201900	1
C12_Sobic.001G202266	1
C12_Sobic.001G202500	1
C12_Sobic.001G202600	1
C12_Sobic.001G203500	1
C12_Sobic.001G203600	1
C12_Sobic.001G204300	1
C12_Sobic.001G206000	1
C12_Sobic.001G206200	1
C12_Sobic.001G206400	1
C12_Sobic.001G207200	1
C12_Sobic.001G207400	1
C12_Sobic.001G207500	1
C12_Sobic.001G208100	1
C12_Sobic.001G208900	1
C12_Sobic.001G210000	1
C12_Sobic.001G213400	1
C12_Sobic.001G214000	1
C12_Sobic.001G214200	1
C12_Sobic.001G214900	1
C12_Sobic.001G215900	1
C12_Sobic.001G216701	1
C12_Sobic.001G216800	2
C12_Sobic.001G217900	1
C12_Sobic.001G218200	1
C12_Sobic.001G218800	1
C12_Sobic.001G220000	1
C12_Sobic.001G220500	1
C12_Sobic.001G220900	1
C12_Sobic.001G221500	1
C12_Sobic.001G221601	1
C12_Sobic.001G222200	1
C12_Sobic.001G222250	1
C12_Sobic.001G222300	2
C12_Sobic.001G222600	1
C12_Sobic.001G225400	1
C12_Sobic.001G225500	2
C12_Sobic.001G228300	2
C12_Sobic.001G228600	1
C12_Sobic.001G229200	1
C12_Sobic.001G229700	1
C12_Sobic.001G230050	1
C12_Sobic.001G230200	1
C12_Sobic.001G230500	1
C12_Sobic.001G231000	1
C12_Sobic.001G233532	1
C12_Sobic.001G234200	1
C12_Sobic.001G237500	1
C12_Sobic.001G240000	1
C12_Sobic.001G240500	1
C12_Sobic.001G241300	1
C12_Sobic.001G242300	2
C12_Sobic.001G243200	1
C12_Sobic.001G244300	1
C12_Sobic.001G244400	1
C12_Sobic.001G244900	1
C12_Sobic.001G245300	1
C12_Sobic.001G247400	1
C12_Sobic.001G248200	2
C12_Sobic.001G248400	1
C12_Sobic.001G248900	1
C12_Sobic.001G249400	1
C12_Sobic.001G251500	1
C12_Sobic.001G251800	1
C12_Sobic.001G252200	1
C12_Sobic.001G252600	2
C12_Sobic.001G252800	1
C12_Sobic.001G253300	1
C12_Sobic.001G253600	1
C12_Sobic.001G256400	1
C12_Sobic.001G260300	1
C12_Sobic.001G260800	1
C12_Sobic.001G261400	1
C12_Sobic.001G261436	1
C12_Sobic.001G261521	1
C12_Sobic.001G261585	1
C12_Sobic.001G262700	1
C12_Sobic.001G262900	1
C12_Sobic.001G263100	1
C12_Sobic.001G264400	1
C12_Sobic.001G265600	1
C12_Sobic.001G267200	2
C12_Sobic.001G267900	1
C12_Sobic.001G268300	1
C12_Sobic.001G272600	1
C12_Sobic.001G273800	1
C12_Sobic.001G279000	1
C12_Sobic.001G280400	1
C12_Sobic.001G281300	1
C12_Sobic.001G281500	1
C12_Sobic.001G281700	1
C12_Sobic.001G281900	1
C12_Sobic.001G282100	1
C12_Sobic.001G282600	1
C12_Sobic.001G282700	1
C12_Sobic.001G283500	1
C12_Sobic.001G284200	2
C12_Sobic.001G285800	1
C12_Sobic.001G286100	1
C12_Sobic.001G287000	1
C12_Sobic.001G287600	2
C12_Sobic.001G288100	1
C12_Sobic.001G288900	1
C12_Sobic.001G289100	1
C12_Sobic.001G290300	1
C12_Sobic.001G290600	1
C12_Sobic.001G291000	1
C12_Sobic.001G291400	1
C12_Sobic.001G291900	1
C12_Sobic.001G292400	1
C12_Sobic.001G292700	1
C12_Sobic.001G292900	1
C12_Sobic.001G293600	1
C12_Sobic.001G294300	2
C12_Sobic.001G294700	1
C12_Sobic.001G295600	1
C12_Sobic.001G295900	1
C12_Sobic.001G296100	1
C12_Sobic.001G297500	1
C12_Sobic.001G297900	1
C12_Sobic.001G298600	1
C12_Sobic.001G299500	1
C12_Sobic.001G299800	1
C12_Sobic.001G301200	1
C12_Sobic.001G301800	1
C12_Sobic.001G302100	1
C12_Sobic.001G303100	1
C12_Sobic.001G303200	1
C12_Sobic.001G303300	1
C12_Sobic.001G304000	1
C12_Sobic.001G304500	1
C12_Sobic.001G304800	1
C12_Sobic.001G305900	1
C12_Sobic.001G306700	1
C12_Sobic.001G307800	2
C12_Sobic.001G308200	2
C12_Sobic.001G308350	1
C12_Sobic.001G308700	1
C12_Sobic.001G308800	1
C12_Sobic.001G308900	1
C12_Sobic.001G309400	1
C12_Sobic.001G309800	1
C12_Sobic.001G309900	1
C12_Sobic.001G310100	2
C12_Sobic.001G311601	1
C12_Sobic.001G312700	1
C12_Sobic.001G313100	1
C12_Sobic.001G314400	1
C12_Sobic.001G314500	1
C12_Sobic.001G315100	1
C12_Sobic.001G315500	1
C12_Sobic.001G315700	1
C12_Sobic.001G320000	1
C12_Sobic.001G320200	1
C12_Sobic.001G322000	1
C12_Sobic.001G322500	1
C12_Sobic.001G322700	1
C12_Sobic.001G322900	1
C12_Sobic.001G324900	1
C12_Sobic.001G327700	1
C12_Sobic.001G328000	1
C12_Sobic.001G328200	1
C12_Sobic.001G328650	1
C12_Sobic.001G330000	1
C12_Sobic.001G330700	1
C12_Sobic.001G331900	1
C12_Sobic.001G332933	1
C12_Sobic.001G333900	1
C12_Sobic.001G336400	0
C12_Sobic.001G338400	1
C12_Sobic.001G338600	1
C12_Sobic.001G339100	2
C12_Sobic.001G339400	1
C12_Sobic.001G339700	1
C12_Sobic.001G340600	2
C12_Sobic.001G340700	1
C12_Sobic.001G340800	1
C12_Sobic.001G340900	1
C12_Sobic.001G342200	1
C12_Sobic.001G342600	1
C12_Sobic.001G345400	1
C12_Sobic.001G346300	1
C12_Sobic.001G347400	0
C12_Sobic.001G347700	1
C12_Sobic.001G347800	1
C12_Sobic.001G348000	2
C12_Sobic.001G348100	1
C12_Sobic.001G349400	1
C12_Sobic.001G349500	1
C12_Sobic.001G350400	1
C12_Sobic.001G350501	1
C12_Sobic.001G350700	1
C12_Sobic.001G351000	1
C12_Sobic.001G351900	1
C12_Sobic.001G352300	1
C12_Sobic.001G352500	1
C12_Sobic.001G353600	1
C12_Sobic.001G354501	2
C12_Sobic.001G355200	1
C12_Sobic.001G355800	1
C12_Sobic.001G357200	1
C12_Sobic.001G357300	1
C12_Sobic.001G358300	1
C12_Sobic.001G359800	1
C12_Sobic.001G361100	2
C12_Sobic.001G361200	1
C12_Sobic.001G361900	2
C12_Sobic.001G362300	1
C12_Sobic.001G362800	1
C12_Sobic.001G363000	1
C12_Sobic.001G364500	1
C12_Sobic.001G365800	2
C12_Sobic.001G366600	1
C12_Sobic.001G367301	1
C12_Sobic.001G367700	1
C12_Sobic.001G367800	1
C12_Sobic.001G368100	1
C12_Sobic.001G368300	1
C12_Sobic.001G368500	1
C12_Sobic.001G368600	1
C12_Sobic.001G368800	1
C12_Sobic.001G368900	1
C12_Sobic.001G369800	1
C12_Sobic.001G370100	1
C12_Sobic.001G370300	1
C12_Sobic.001G370700	1
C12_Sobic.001G373400	1
C12_Sobic.001G375600	1
C12_Sobic.001G375900	1
C12_Sobic.001G376100	1
C12_Sobic.001G376700	1
C12_Sobic.001G376800	1
C12_Sobic.001G377700	1
C12_Sobic.001G378200	1
C12_Sobic.001G379200	1
C12_Sobic.001G379700	1
C12_Sobic.001G380400	1
C12_Sobic.001G380500	2
C12_Sobic.001G382800	1
C12_Sobic.001G383100	1
C12_Sobic.001G383500	1
C12_Sobic.001G383700	1
C12_Sobic.001G383900	1
C12_Sobic.001G384300	0
C12_Sobic.001G384400	1
C12_Sobic.001G384900	1
C12_Sobic.001G385200	1
C12_Sobic.001G386200	1
C12_Sobic.001G386700	1
C12_Sobic.001G386800	1
C12_Sobic.001G387200	2
C12_Sobic.001G387300	1
C12_Sobic.001G389800	1
C12_Sobic.001G389900	1
C12_Sobic.001G391200	1
C12_Sobic.001G391400	1
C12_Sobic.001G392400	1
C12_Sobic.001G392600	1
C12_Sobic.001G394600	1
C12_Sobic.001G396100	1
C12_Sobic.001G396500	1
C12_Sobic.001G396800	1
C12_Sobic.001G397000	1
C12_Sobic.001G397700	1
C12_Sobic.001G398400	1
C12_Sobic.001G398600	2
C12_Sobic.001G399400	1
C12_Sobic.001G399700	1
C12_Sobic.001G399900	1
C12_Sobic.001G401500	1
C12_Sobic.001G401700	1
C12_Sobic.001G402500	1
C12_Sobic.001G403700	1
C12_Sobic.001G404000	1
C12_Sobic.001G404200	1
C12_Sobic.001G405600	1
C12_Sobic.001G406100	1
C12_Sobic.001G407100	1
C12_Sobic.001G408300	1
C12_Sobic.001G408400	1
C12_Sobic.001G409500	0
C12_Sobic.001G409700	1
C12_Sobic.001G411200	1
C12_Sobic.001G411300	1
C12_Sobic.001G411800	1
C12_Sobic.001G412800	1
C12_Sobic.001G413800	1
C12_Sobic.001G414100	1
C12_Sobic.001G414500	1
C12_Sobic.001G414900	1
C12_Sobic.001G415500	1
C12_Sobic.001G416300	1
C12_Sobic.001G416600	1
C12_Sobic.001G416700	1
C12_Sobic.001G417301	1
C12_Sobic.001G417400	1
C12_Sobic.001G418000	1
C12_Sobic.001G418300	1
C12_Sobic.001G418700	1
C12_Sobic.001G418800	1
C12_Sobic.001G418900	1
C12_Sobic.001G420300	1
C12_Sobic.001G421400	1
C12_Sobic.001G421900	2
C12_Sobic.001G422100	3
C12_Sobic.001G422900	1
C12_Sobic.001G423000	2
C12_Sobic.001G424300	1
C12_Sobic.001G425150	1
C12_Sobic.001G425300	1
C12_Sobic.001G426900	1
C12_Sobic.001G427000	1
C12_Sobic.001G427200	1
C12_Sobic.001G427400	1
C12_Sobic.001G427500	1
C12_Sobic.001G427700	1
C12_Sobic.001G427800	1
C12_Sobic.001G427900	1
C12_Sobic.001G428000	1
C12_Sobic.001G428500	1
C12_Sobic.001G428800	1
C12_Sobic.001G429300	1
C12_Sobic.001G429500	1
C12_Sobic.001G430400	1
C12_Sobic.001G430800	1
C12_Sobic.001G432000	1
C12_Sobic.001G433400	1
C12_Sobic.001G434400	1
C12_Sobic.001G434900	1
C12_Sobic.001G435000	1
C12_Sobic.001G435100	1
C12_Sobic.001G435201	1
C12_Sobic.001G436100	1
C12_Sobic.001G437100	1
C12_Sobic.001G438600	1
C12_Sobic.001G438900	1
C12_Sobic.001G439300	1
C12_Sobic.001G439800	2
C12_Sobic.001G440000	1
C12_Sobic.001G440700	1
C12_Sobic.001G440800	1
C12_Sobic.001G441600	1
C12_Sobic.001G442700	1
C12_Sobic.001G443900	2
C12_Sobic.001G444500	2
C12_Sobic.001G444600	1
C12_Sobic.001G445000	1
C12_Sobic.001G445600	1
C12_Sobic.001G446200	1
C12_Sobic.001G446400	1
C12_Sobic.001G447400	1
C12_Sobic.001G447700	1
C12_Sobic.001G448200	1
C12_Sobic.001G448400	1
C12_Sobic.001G448600	1
C12_Sobic.001G448700	1
C12_Sobic.001G449000	1
C12_Sobic.001G449400	1
C12_Sobic.001G450700	1
C12_Sobic.001G451100	1
C12_Sobic.001G451450	1
C12_Sobic.001G451901	2
C12_Sobic.001G452000	1
C12_Sobic.001G453600	1
C12_Sobic.001G453800	1
C12_Sobic.001G453900	1
C12_Sobic.001G454000	1
C12_Sobic.001G454401	1
C12_Sobic.001G455433	1
C12_Sobic.001G456100	1
C12_Sobic.001G456500	2
C12_Sobic.001G456800	1
C12_Sobic.001G457200	1
C12_Sobic.001G457300	1
C12_Sobic.001G458400	1
C12_Sobic.001G459200	1
C12_Sobic.001G459500	1
C12_Sobic.001G459800	1
C12_Sobic.001G461200	1
C12_Sobic.001G461300	1
C12_Sobic.001G462500	1
C12_Sobic.001G462900	1
C12_Sobic.001G463100	1
C12_Sobic.001G463301	1
C12_Sobic.001G463400	1
C12_Sobic.001G464000	1
C12_Sobic.001G464800	2
C12_Sobic.001G465500	1
C12_Sobic.001G465900	1
C12_Sobic.001G467800	2
C12_Sobic.001G468000	1
C12_Sobic.001G468100	1
C12_Sobic.001G468700	1
C12_Sobic.001G469800	1
C12_Sobic.001G470800	1
C12_Sobic.001G471000	1
C12_Sobic.001G471500	1
C12_Sobic.001G471600	1
C12_Sobic.001G471900	1
C12_Sobic.001G472500	1
C12_Sobic.001G473300	1
C12_Sobic.001G473800	1
C12_Sobic.001G475300	1
C12_Sobic.001G475400	1
C12_Sobic.001G476300	1
C12_Sobic.001G477300	1
C12_Sobic.001G477600	1
C12_Sobic.001G477900	1
C12_Sobic.001G478000	1
C12_Sobic.001G478500	1
C12_Sobic.001G478600	1
C12_Sobic.001G478800	1
C12_Sobic.001G479000	1
C12_Sobic.001G479100	1
C12_Sobic.001G479300	1
C12_Sobic.001G479900	1
C12_Sobic.001G480100	1
C12_Sobic.001G482200	1
C12_Sobic.001G484300	1
C12_Sobic.001G484700	1
C12_Sobic.001G484800	1
C12_Sobic.001G485300	1
C12_Sobic.001G486500	1
C12_Sobic.001G486600	1
C12_Sobic.001G486700	1
C12_Sobic.001G486900	1
C12_Sobic.001G487100	1
C12_Sobic.001G488100	1
C12_Sobic.001G489150	1
C12_Sobic.001G489300	1
C12_Sobic.001G489800	1
C12_Sobic.001G490000	1
C12_Sobic.001G490500	1
C12_Sobic.001G490900	1
C12_Sobic.001G491000	2
C12_Sobic.001G491100	1
C12_Sobic.001G492200	1
C12_Sobic.001G493001	1
C12_Sobic.001G493200	1
C12_Sobic.001G494200	1
C12_Sobic.001G494300	1
C12_Sobic.001G494400	0
C12_Sobic.001G496900	1
C12_Sobic.001G497300	1
C12_Sobic.001G497500	1
C12_Sobic.001G498500	1
C12_Sobic.001G498800	1
C12_Sobic.001G499000	1
C12_Sobic.001G499300	1
C12_Sobic.001G500500	1
C12_Sobic.001G500600	1
C12_Sobic.001G500700	1
C12_Sobic.001G501600	1
C12_Sobic.001G502600	1
C12_Sobic.001G503400	1
C12_Sobic.001G504100	1
C12_Sobic.001G504400	1
C12_Sobic.001G504900	1
C12_Sobic.001G505200	1
C12_Sobic.001G505500	1
C12_Sobic.001G505600	2
C12_Sobic.001G506300	1
C12_Sobic.001G506400	1
C12_Sobic.001G507000	1
C12_Sobic.001G508200	1
C12_Sobic.001G509700	1
C12_Sobic.001G510300	1
C12_Sobic.001G510700	1
C12_Sobic.001G511300	1
C12_Sobic.001G512200	1
C12_Sobic.001G512300	1
C12_Sobic.001G512400	1
C12_Sobic.001G512900	1
C12_Sobic.001G514000	1
C12_Sobic.001G514100	1
C12_Sobic.001G514200	1
C12_Sobic.001G515000	2
C12_Sobic.001G515200	1
C12_Sobic.001G516100	2
C12_Sobic.001G516500	1
C12_Sobic.001G516901	1
C12_Sobic.001G517800	1
C12_Sobic.001G519800	1
C12_Sobic.001G520900	1
C12_Sobic.001G521100	1
C12_Sobic.001G521200	2
C12_Sobic.001G521750	1
C12_Sobic.001G521900	1
C12_Sobic.001G523800	1
C12_Sobic.001G524000	1
C12_Sobic.001G524100	1
C12_Sobic.001G524500	1
C12_Sobic.001G526800	1
C12_Sobic.001G527000	1
C12_Sobic.001G528100	1
C12_Sobic.001G528600	1
C12_Sobic.001G529000	1
C12_Sobic.001G529900	1
C12_Sobic.001G530100	1
C12_Sobic.001G530800	1
C12_Sobic.001G531200	1
C12_Sobic.001G531900	1
C12_Sobic.001G532600	1
C12_Sobic.001G532700	1
C12_Sobic.001G533100	1
C12_Sobic.001G533200	2
C12_Sobic.001G533300	1
C12_Sobic.001G533400	2
C12_Sobic.001G533800	1
C12_Sobic.001G534600	1
C12_Sobic.001G535100	1
C12_Sobic.001G535500	1
C12_Sobic.001G536700	1
C12_Sobic.001G537700	1
C12_Sobic.001G537800	1
C12_Sobic.001G538500	1
C12_Sobic.001G541400	2
C12_Sobic.001G542100	1
C12_Sobic.001G542450	1
C12_Sobic.001G542800	1
C12_Sobic.001G543300	1
C12_Sobic.001G543400	1
C12_Sobic.001G543500	3
C12_Sobic.001G544500	1
C12_Sobic.002G000300	1
C12_Sobic.002G000500	2
C12_Sobic.002G000600	1
C12_Sobic.002G001100	1
C12_Sobic.002G002200	1
C12_Sobic.002G002700	1
C12_Sobic.002G004600	2
C12_Sobic.002G005000	1
C12_Sobic.002G005100	3
C12_Sobic.002G005800	2
C12_Sobic.002G008500	1
C12_Sobic.002G009500	1
C12_Sobic.002G013700	1
C12_Sobic.002G016200	1
C12_Sobic.002G016600	1
C12_Sobic.002G017700	1
C12_Sobic.002G018600	1
C12_Sobic.002G020400	1
C12_Sobic.002G020500	1
C12_Sobic.002G027500	1
C12_Sobic.002G027800	1
C12_Sobic.002G031400	1
C12_Sobic.002G031700	2
C12_Sobic.002G032200	1
C12_Sobic.002G032800	2
C12_Sobic.002G033500	1
C12_Sobic.002G033900	3
C12_Sobic.002G035400	1
C12_Sobic.002G035600	1
C12_Sobic.002G036300	2
C12_Sobic.002G036400	1
C12_Sobic.002G037200	0
C12_Sobic.002G037700	2
C12_Sobic.002G038200	1
C12_Sobic.002G038866	1
C12_Sobic.002G039500	1
C12_Sobic.002G039600	1
C12_Sobic.002G043000	1
C12_Sobic.002G043500	1
C12_Sobic.002G043600	1
C12_Sobic.002G043900	1
C12_Sobic.002G044500	1
C12_Sobic.002G045100	1
C12_Sobic.002G045700	2
C12_Sobic.002G046400	1
C12_Sobic.002G047500	1
C12_Sobic.002G048800	1
C12_Sobic.002G050400	1
C12_Sobic.002G050700	1
C12_Sobic.002G050900	1
C12_Sobic.002G051100	1
C12_Sobic.002G051200	1
C12_Sobic.002G051900	1
C12_Sobic.002G052400	1
C12_Sobic.002G052800	1
C12_Sobic.002G053000	1
C12_Sobic.002G054300	1
C12_Sobic.002G054400	1
C12_Sobic.002G055300	1
C12_Sobic.002G055400	1
C12_Sobic.002G056701	1
C12_Sobic.002G056800	1
C12_Sobic.002G058400	1
C12_Sobic.002G060800	1
C12_Sobic.002G060900	1
C12_Sobic.002G061900	1
C12_Sobic.002G062000	1
C12_Sobic.002G062900	0
C12_Sobic.002G063900	1
C12_Sobic.002G064400	2
C12_Sobic.002G064750	1
C12_Sobic.002G065000	1
C12_Sobic.002G067600	1
C12_Sobic.002G069050	1
C12_Sobic.002G070000	1
C12_Sobic.002G071100	1
C12_Sobic.002G072100	1
C12_Sobic.002G072400	1
C12_Sobic.002G072500	1
C12_Sobic.002G073300	1
C12_Sobic.002G073400	1
C12_Sobic.002G073900	2
C12_Sobic.002G074200	1
C12_Sobic.002G074500	1
C12_Sobic.002G074900	2
C12_Sobic.002G076000	2
C12_Sobic.002G076200	2
C12_Sobic.002G076866	1
C12_Sobic.002G078300	1
C12_Sobic.002G079100	1
C12_Sobic.002G079700	1
C12_Sobic.002G079900	1
C12_Sobic.002G081400	1
C12_Sobic.002G081500	1
C12_Sobic.002G082000	1
C12_Sobic.002G082600	1
C12_Sobic.002G082900	1
C12_Sobic.002G083500	1
C12_Sobic.002G083600	1
C12_Sobic.002G084800	1
C12_Sobic.002G085600	1
C12_Sobic.002G086800	1
C12_Sobic.002G088100	1
C12_Sobic.002G088600	1
C12_Sobic.002G090300	2
C12_Sobic.002G090800	1
C12_Sobic.002G091600	1
C12_Sobic.002G092050	1
C12_Sobic.002G092300	1
C12_Sobic.002G093900	1
C12_Sobic.002G095700	1
C12_Sobic.002G095800	1
C12_Sobic.002G098500	1
C12_Sobic.002G098701	1
C12_Sobic.002G098900	1
C12_Sobic.002G101300	1
C12_Sobic.002G104100	1
C12_Sobic.002G104300	1
C12_Sobic.002G104400	1
C12_Sobic.002G104600	1
C12_Sobic.002G105000	1
C12_Sobic.002G105101	1
C12_Sobic.002G105200	1
C12_Sobic.002G105800	1
C12_Sobic.002G106100	1
C12_Sobic.002G107600	1
C12_Sobic.002G109600	1
C12_Sobic.002G110700	1
C12_Sobic.002G111200	1
C12_Sobic.002G111600	2
C12_Sobic.002G111700	1
C12_Sobic.002G111800	1
C12_Sobic.002G112000	1
C12_Sobic.002G113200	1
C12_Sobic.002G115200	2
C12_Sobic.002G116200	1
C12_Sobic.002G116500	1
C12_Sobic.002G117000	1
C12_Sobic.002G118101	1
C12_Sobic.002G118200	2
C12_Sobic.002G119100	1
C12_Sobic.002G119600	1
C12_Sobic.002G121600	1
C12_Sobic.002G122600	1
C12_Sobic.002G122700	2
C12_Sobic.002G123600	1
C12_Sobic.002G124900	1
C12_Sobic.002G126200	1
C12_Sobic.002G127300	1
C12_Sobic.002G128900	1
C12_Sobic.002G130800	1
C12_Sobic.002G131100	1
C12_Sobic.002G131700	1
C12_Sobic.002G131900	1
C12_Sobic.002G132300	1
C12_Sobic.002G133800	2
