Gene	C12
C12_Sobic.004G325000	1
C12_Sobic.004G325200	1
C12_Sobic.004G325700	1
C12_Sobic.004G325900	1
C12_Sobic.004G326300	1
C12_Sobic.004G326400	2
C12_Sobic.004G327100	1
C12_Sobic.004G327200	1
C12_Sobic.004G327400	1
C12_Sobic.004G327600	3
C12_Sobic.004G327700	1
C12_Sobic.004G328000	2
C12_Sobic.004G329000	1
C12_Sobic.004G329800	1
C12_Sobic.004G331000	1
C12_Sobic.004G331200	1
C12_Sobic.004G331700	1
C12_Sobic.004G332000	1
C12_Sobic.004G332300	1
C12_Sobic.004G334800	1
C12_Sobic.004G335000	1
C12_Sobic.004G335700	1
C12_Sobic.004G335800	1
C12_Sobic.004G336000	1
C12_Sobic.004G336200	1
C12_Sobic.004G336700	1
C12_Sobic.004G337200	1
C12_Sobic.004G337300	1
C12_Sobic.004G338300	1
C12_Sobic.004G339400	1
C12_Sobic.004G342100	3
C12_Sobic.004G342200	1
C12_Sobic.004G342600	1
C12_Sobic.004G343500	1
C12_Sobic.004G343600	1
C12_Sobic.004G343900	1
C12_Sobic.004G344000	1
C12_Sobic.004G345700	1
C12_Sobic.004G345800	1
C12_Sobic.004G346100	1
C12_Sobic.004G347300	1
C12_Sobic.004G347500	1
C12_Sobic.004G347600	1
C12_Sobic.004G348100	1
C12_Sobic.004G348900	1
C12_Sobic.004G349175	1
C12_Sobic.004G349800	1
C12_Sobic.004G350700	1
C12_Sobic.004G351300	1
C12_Sobic.004G351400	2
C12_Sobic.004G351800	1
C12_Sobic.004G352200	1
C12_Sobic.004G353900	1
C12_Sobic.004G354700	1
C12_Sobic.004G355300	1
C12_Sobic.004G356200	1
C12_Sobic.004G357800	1
C12_Sobic.004G358000	1
C12_Sobic.004G358500	1
C12_Sobic.004G359200	1
C12_Sobic.004G359600	1
C12_Sobic.004G359800	1
C12_Sobic.005G001800	2
C12_Sobic.005G002000	1
C12_Sobic.005G002800	1
C12_Sobic.005G002900	1
C12_Sobic.005G003800	1
C12_Sobic.005G004300	3
C12_Sobic.005G004500	1
C12_Sobic.005G005000	1
C12_Sobic.005G005300	1
C12_Sobic.005G005400	1
C12_Sobic.005G007700	1
C12_Sobic.005G007800	1
C12_Sobic.005G009400	1
C12_Sobic.005G010500	1
C12_Sobic.005G012000	2
C12_Sobic.005G013000	1
C12_Sobic.005G014700	1
C12_Sobic.005G015450	1
C12_Sobic.005G015900	2
C12_Sobic.005G017900	1
C12_Sobic.005G019100	1
C12_Sobic.005G019200	1
C12_Sobic.005G020000	1
C12_Sobic.005G020700	2
C12_Sobic.005G021200	2
C12_Sobic.005G022000	1
C12_Sobic.005G023100	1
C12_Sobic.005G023800	1
C12_Sobic.005G023900	1
C12_Sobic.005G024400	0
C12_Sobic.005G025800	1
C12_Sobic.005G025900	1
C12_Sobic.005G026000	1
C12_Sobic.005G026400	1
C12_Sobic.005G028400	1
C12_Sobic.005G028700	1
C12_Sobic.005G028800	2
C12_Sobic.005G028900	1
C12_Sobic.005G029000	1
C12_Sobic.005G029800	1
C12_Sobic.005G030100	1
C12_Sobic.005G030300	1
C12_Sobic.005G030400	1
C12_Sobic.005G030500	1
C12_Sobic.005G030600	1
C12_Sobic.005G031000	1
C12_Sobic.005G032400	1
C12_Sobic.005G034700	1
C12_Sobic.005G035300	2
C12_Sobic.005G036500	1
C12_Sobic.005G036800	1
C12_Sobic.005G037900	1
C12_Sobic.005G038500	1
C12_Sobic.005G038600	2
C12_Sobic.005G039500	1
C12_Sobic.005G039700	1
C12_Sobic.005G040500	1
C12_Sobic.005G041400	1
C12_Sobic.005G044000	0
C12_Sobic.005G044300	1
C12_Sobic.005G045000	1
C12_Sobic.005G046900	1
C12_Sobic.005G047100	2
C12_Sobic.005G047300	1
C12_Sobic.005G047500	1
C12_Sobic.005G048800	2
C12_Sobic.005G049000	1
C12_Sobic.005G050400	2
C12_Sobic.005G055150	1
C12_Sobic.005G056400	2
C12_Sobic.005G059500	1
C12_Sobic.005G060300	1
C12_Sobic.005G062000	1
C12_Sobic.005G062600	2
C12_Sobic.005G062700	1
C12_Sobic.005G062800	1
C12_Sobic.005G065100	1
C12_Sobic.005G068700	1
C12_Sobic.005G070400	1
C12_Sobic.005G072200	2
C12_Sobic.005G073500	1
C12_Sobic.005G073900	1
C12_Sobic.005G076650	1
C12_Sobic.005G076700	1
C12_Sobic.005G077800	1
C12_Sobic.005G078200	1
C12_Sobic.005G078700	1
C12_Sobic.005G080900	1
C12_Sobic.005G081000	1
C12_Sobic.005G084900	1
C12_Sobic.005G085800	3
C12_Sobic.005G087000	3
C12_Sobic.005G090900	1
C12_Sobic.005G091600	1
C12_Sobic.005G092000	0
C12_Sobic.005G093800	1
C12_Sobic.005G094001	1
C12_Sobic.005G094200	1
C12_Sobic.005G095900	1
C12_Sobic.005G096300	1
C12_Sobic.005G096450	1
C12_Sobic.005G097700	1
C12_Sobic.005G098600	1
C12_Sobic.005G100600	1
C12_Sobic.005G100800	1
C12_Sobic.005G100900	1
C12_Sobic.005G103200	1
C12_Sobic.005G103400	1
C12_Sobic.005G105000	1
C12_Sobic.005G106700	1
C12_Sobic.005G107300	1
C12_Sobic.005G108600	1
C12_Sobic.005G110481	1
C12_Sobic.005G110553	1
C12_Sobic.005G111550	1
C12_Sobic.005G111600	2
C12_Sobic.005G115000	1
C12_Sobic.005G116100	1
C12_Sobic.005G118800	1
C12_Sobic.005G121100	1
C12_Sobic.005G122500	1
C12_Sobic.005G122700	1
C12_Sobic.005G122900	1
C12_Sobic.005G123200	1
C12_Sobic.005G123400	1
C12_Sobic.005G124100	1
C12_Sobic.005G124350	1
C12_Sobic.005G126600	1
C12_Sobic.005G126800	1
C12_Sobic.005G128000	1
C12_Sobic.005G128100	1
C12_Sobic.005G128800	1
C12_Sobic.005G131800	1
C12_Sobic.005G132200	1
C12_Sobic.005G132700	1
C12_Sobic.005G133500	1
C12_Sobic.005G133900	1
C12_Sobic.005G136900	1
C12_Sobic.005G137700	1
C12_Sobic.005G137900	1
C12_Sobic.005G138000	1
C12_Sobic.005G138500	1
C12_Sobic.005G141801	1
C12_Sobic.005G143900	1
C12_Sobic.005G144201	1
C12_Sobic.005G144300	1
C12_Sobic.005G150400	1
C12_Sobic.005G150600	1
C12_Sobic.005G152200	1
C12_Sobic.005G154500	1
C12_Sobic.005G154700	1
C12_Sobic.005G155300	1
C12_Sobic.005G157000	3
C12_Sobic.005G157200	1
C12_Sobic.005G158100	1
C12_Sobic.005G158300	1
C12_Sobic.005G159801	1
C12_Sobic.005G160500	1
C12_Sobic.005G163400	1
C12_Sobic.005G163600	1
C12_Sobic.005G165400	0
C12_Sobic.005G166000	1
C12_Sobic.005G167200	1
C12_Sobic.005G167300	1
C12_Sobic.005G167800	1
C12_Sobic.005G168100	1
C12_Sobic.005G168600	0
C12_Sobic.005G168800	3
C12_Sobic.005G169500	1
C12_Sobic.005G169800	1
C12_Sobic.005G169900	1
C12_Sobic.005G172400	1
C12_Sobic.005G172500	1
C12_Sobic.005G175000	1
C12_Sobic.005G177800	1
C12_Sobic.005G178700	2
C12_Sobic.005G178800	1
C12_Sobic.005G180800	1
C12_Sobic.005G181600	1
C12_Sobic.005G182000	1
C12_Sobic.005G191600	1
C12_Sobic.005G192300	1
C12_Sobic.005G194400	1
C12_Sobic.005G194800	1
C12_Sobic.005G194900	1
C12_Sobic.005G196800	1
C12_Sobic.005G199400	2
C12_Sobic.005G199700	2
C12_Sobic.005G200200	0
C12_Sobic.005G201000	1
C12_Sobic.005G203800	1
C12_Sobic.005G206700	1
C12_Sobic.005G207400	1
C12_Sobic.005G209000	1
C12_Sobic.005G210200	1
C12_Sobic.005G210300	1
C12_Sobic.005G210350	1
C12_Sobic.005G211200	1
C12_Sobic.005G211500	1
C12_Sobic.005G213300	1
C12_Sobic.005G217000	1
C12_Sobic.005G220000	1
C12_Sobic.005G220200	0
C12_Sobic.005G221250	1
C12_Sobic.005G221425	1
C12_Sobic.005G221900	1
C12_Sobic.005G223925	1
C12_Sobic.005G228000	1
C12_Sobic.005G228900	1
C12_Sobic.005G231000	1
C12_Sobic.005G231100	1
C12_Sobic.005G231300	1
C12_Sobic.006G002100	1
C12_Sobic.006G002300	1
C12_Sobic.006G003400	1
C12_Sobic.006G004500	1
C12_Sobic.006G004600	1
C12_Sobic.006G005200	1
C12_Sobic.006G008400	1
C12_Sobic.006G008700	1
C12_Sobic.006G011300	1
C12_Sobic.006G012300	1
C12_Sobic.006G015250	1
C12_Sobic.006G015800	1
C12_Sobic.006G015900	1
C12_Sobic.006G016200	1
C12_Sobic.006G017000	1
C12_Sobic.006G017800	1
C12_Sobic.006G021600	1
C12_Sobic.006G025000	2
C12_Sobic.006G026250	1
C12_Sobic.006G027101	1
C12_Sobic.006G028100	1
C12_Sobic.006G028700	1
C12_Sobic.006G029400	1
C12_Sobic.006G030800	1
C12_Sobic.006G035350	2
C12_Sobic.006G035900	1
C12_Sobic.006G037300	4
C12_Sobic.006G038100	1
C12_Sobic.006G043300	1
C12_Sobic.006G043600	1
C12_Sobic.006G046700	2
C12_Sobic.006G047000	2
C12_Sobic.006G047300	1
C12_Sobic.006G047500	1
C12_Sobic.006G049200	1
C12_Sobic.006G050100	1
C12_Sobic.006G050300	1
C12_Sobic.006G050400	1
C12_Sobic.006G050500	2
C12_Sobic.006G050700	1
C12_Sobic.006G052200	1
C12_Sobic.006G052300	1
C12_Sobic.006G053500	1
C12_Sobic.006G053601	1
C12_Sobic.006G053800	1
C12_Sobic.006G054700	1
C12_Sobic.006G057000	0
C12_Sobic.006G057100	0
C12_Sobic.006G058300	1
C12_Sobic.006G060000	1
C12_Sobic.006G062900	3
C12_Sobic.006G063600	1
C12_Sobic.006G063800	1
C12_Sobic.006G063900	1
C12_Sobic.006G065800	1
C12_Sobic.006G066650	1
C12_Sobic.006G067150	1
C12_Sobic.006G067900	1
C12_Sobic.006G068200	1
C12_Sobic.006G069000	1
C12_Sobic.006G069300	1
C12_Sobic.006G073300	1
C12_Sobic.006G074000	1
C12_Sobic.006G074100	1
C12_Sobic.006G075100	1
C12_Sobic.006G076601	2
C12_Sobic.006G076700	1
C12_Sobic.006G077600	1
C12_Sobic.006G078000	1
C12_Sobic.006G078600	1
C12_Sobic.006G079100	3
C12_Sobic.006G080000	1
C12_Sobic.006G081400	1
C12_Sobic.006G082100	1
C12_Sobic.006G082400	1
C12_Sobic.006G082500	1
C12_Sobic.006G082600	1
C12_Sobic.006G083050	1
C12_Sobic.006G083900	1
C12_Sobic.006G084000	1
C12_Sobic.006G084400	1
C12_Sobic.006G085601	1
C12_Sobic.006G086600	1
C12_Sobic.006G086700	1
C12_Sobic.006G086800	1
C12_Sobic.006G086900	1
C12_Sobic.006G087400	1
C12_Sobic.006G088400	1
C12_Sobic.006G090500	2
C12_Sobic.006G091300	1
C12_Sobic.006G091850	1
C12_Sobic.006G091900	1
C12_Sobic.006G092800	1
C12_Sobic.006G093100	1
C12_Sobic.006G093200	1
C12_Sobic.006G093900	1
C12_Sobic.006G094500	1
C12_Sobic.006G095600	1
C12_Sobic.006G095800	1
C12_Sobic.006G096900	1
C12_Sobic.006G097200	1
C12_Sobic.006G097400	1
C12_Sobic.006G097500	1
C12_Sobic.006G100000	1
C12_Sobic.006G100200	1
C12_Sobic.006G100400	2
C12_Sobic.006G100600	2
C12_Sobic.006G102000	1
C12_Sobic.006G103100	1
C12_Sobic.006G103400	1
C12_Sobic.006G103900	2
C12_Sobic.006G104100	1
C12_Sobic.006G104500	1
C12_Sobic.006G104600	1
C12_Sobic.006G105000	1
C12_Sobic.006G105900	1
C12_Sobic.006G106300	1
C12_Sobic.006G107200	1
C12_Sobic.006G107600	1
C12_Sobic.006G107700	1
C12_Sobic.006G108000	2
C12_Sobic.006G109200	1
C12_Sobic.006G110900	2
C12_Sobic.006G111200	1
C12_Sobic.006G111600	1
C12_Sobic.006G112500	1
C12_Sobic.006G114500	2
C12_Sobic.006G114800	1
C12_Sobic.006G115100	1
C12_Sobic.006G115600	1
C12_Sobic.006G115700	1
C12_Sobic.006G116300	1
C12_Sobic.006G118900	1
C12_Sobic.006G119900	1
C12_Sobic.006G120500	1
C12_Sobic.006G120900	1
C12_Sobic.006G121200	1
C12_Sobic.006G121300	1
C12_Sobic.006G121400	1
C12_Sobic.006G122100	1
C12_Sobic.006G122200	1
C12_Sobic.006G122700	1
C12_Sobic.006G122900	1
C12_Sobic.006G124300	1
C12_Sobic.006G124400	2
C12_Sobic.006G124700	1
C12_Sobic.006G124850	2
C12_Sobic.006G126000	1
C12_Sobic.006G126300	1
C12_Sobic.006G126600	1
C12_Sobic.006G127000	1
C12_Sobic.006G127400	1
C12_Sobic.006G127500	1
C12_Sobic.006G128400	1
C12_Sobic.006G128700	2
C12_Sobic.006G129700	2
C12_Sobic.006G129900	1
C12_Sobic.006G130100	1
C12_Sobic.006G130200	1
C12_Sobic.006G130400	1
C12_Sobic.006G131400	1
C12_Sobic.006G131700	1
C12_Sobic.006G131900	3
C12_Sobic.006G132000	1
C12_Sobic.006G133600	1
C12_Sobic.006G133800	2
C12_Sobic.006G133900	2
C12_Sobic.006G134001	1
C12_Sobic.006G134900	1
C12_Sobic.006G135100	2
C12_Sobic.006G135600	1
C12_Sobic.006G135701	1
C12_Sobic.006G135800	2
C12_Sobic.006G135900	1
C12_Sobic.006G136800	1
C12_Sobic.006G139000	1
C12_Sobic.006G139700	1
C12_Sobic.006G140300	1
C12_Sobic.006G140900	1
C12_Sobic.006G141000	1
C12_Sobic.006G141600	1
C12_Sobic.006G142400	1
C12_Sobic.006G142700	1
C12_Sobic.006G143300	1
C12_Sobic.006G143500	1
C12_Sobic.006G146900	1
C12_Sobic.006G147600	2
C12_Sobic.006G148000	1
C12_Sobic.006G148100	1
C12_Sobic.006G148200	1
C12_Sobic.006G148800	1
C12_Sobic.006G149800	1
C12_Sobic.006G150400	1
C12_Sobic.006G150600	1
C12_Sobic.006G151200	0
C12_Sobic.006G153200	2
C12_Sobic.006G155100	1
C12_Sobic.006G156000	1
C12_Sobic.006G156300	1
C12_Sobic.006G157100	1
C12_Sobic.006G157700	1
C12_Sobic.006G158100	1
C12_Sobic.006G159900	1
C12_Sobic.006G160600	1
C12_Sobic.006G161500	1
C12_Sobic.006G161900	1
C12_Sobic.006G162400	1
C12_Sobic.006G163000	1
C12_Sobic.006G163300	4
C12_Sobic.006G163600	1
C12_Sobic.006G164000	1
C12_Sobic.006G164400	1
C12_Sobic.006G165100	1
C12_Sobic.006G165400	1
C12_Sobic.006G165800	1
C12_Sobic.006G166400	1
C12_Sobic.006G166500	1
C12_Sobic.006G167100	1
C12_Sobic.006G167400	1
C12_Sobic.006G167800	3
C12_Sobic.006G168800	2
C12_Sobic.006G170200	1
C12_Sobic.006G172900	1
C12_Sobic.006G173500	1
C12_Sobic.006G175400	1
C12_Sobic.006G175900	1
C12_Sobic.006G177100	1
C12_Sobic.006G177200	1
C12_Sobic.006G177400	1
C12_Sobic.006G178000	1
C12_Sobic.006G178100	1
C12_Sobic.006G179000	1
C12_Sobic.006G179100	1
C12_Sobic.006G179600	1
C12_Sobic.006G180000	1
C12_Sobic.006G180432	2
C12_Sobic.006G180600	1
C12_Sobic.006G180700	1
C12_Sobic.006G182000	1
C12_Sobic.006G182100	1
C12_Sobic.006G182800	1
C12_Sobic.006G183500	1
C12_Sobic.006G184100	1
C12_Sobic.006G184500	2
C12_Sobic.006G185700	1
C12_Sobic.006G186800	1
C12_Sobic.006G187100	1
C12_Sobic.006G187500	2
C12_Sobic.006G187800	2
C12_Sobic.006G188000	1
C12_Sobic.006G188500	1
C12_Sobic.006G188600	2
C12_Sobic.006G188800	1
C12_Sobic.006G188900	1
C12_Sobic.006G189000	1
C12_Sobic.006G189200	1
C12_Sobic.006G191200	1
C12_Sobic.006G192000	1
C12_Sobic.006G192200	1
C12_Sobic.006G192500	1
C12_Sobic.006G192700	1
C12_Sobic.006G192800	1
C12_Sobic.006G193000	2
C12_Sobic.006G193300	1
C12_Sobic.006G193400	1
C12_Sobic.006G193500	1
C12_Sobic.006G193600	2
C12_Sobic.006G194150	1
C12_Sobic.006G195800	1
C12_Sobic.006G196300	1
C12_Sobic.006G196900	1
C12_Sobic.006G197400	2
C12_Sobic.006G197600	1
C12_Sobic.006G197800	1
C12_Sobic.006G198500	1
C12_Sobic.006G200000	1
C12_Sobic.006G200500	1
C12_Sobic.006G200901	1
C12_Sobic.006G201800	1
C12_Sobic.006G202000	1
C12_Sobic.006G203100	1
C12_Sobic.006G203200	1
C12_Sobic.006G203300	1
C12_Sobic.006G203400	1
C12_Sobic.006G204000	1
C12_Sobic.006G204400	1
C12_Sobic.006G204800	1
C12_Sobic.006G205200	1
C12_Sobic.006G208050	1
C12_Sobic.006G208300	1
C12_Sobic.006G208400	1
C12_Sobic.006G209500	2
C12_Sobic.006G209600	1
C12_Sobic.006G210000	2
C12_Sobic.006G210400	1
C12_Sobic.006G210800	1
C12_Sobic.006G212400	1
C12_Sobic.006G212500	1
C12_Sobic.006G213400	1
C12_Sobic.006G213800	1
C12_Sobic.006G214000	1
C12_Sobic.006G214200	1
C12_Sobic.006G214700	1
C12_Sobic.006G215050	1
C12_Sobic.006G215100	1
C12_Sobic.006G215400	1
C12_Sobic.006G215900	1
C12_Sobic.006G216100	1
C12_Sobic.006G216400	1
C12_Sobic.006G216800	1
C12_Sobic.006G217200	1
C12_Sobic.006G217700	1
C12_Sobic.006G218400	1
C12_Sobic.006G218600	1
C12_Sobic.006G218800	1
C12_Sobic.006G218900	1
C12_Sobic.006G219200	2
C12_Sobic.006G220000	2
C12_Sobic.006G220400	1
C12_Sobic.006G220800	1
C12_Sobic.006G221800	1
C12_Sobic.006G224300	1
C12_Sobic.006G225100	1
C12_Sobic.006G226100	2
C12_Sobic.006G226200	1
C12_Sobic.006G226601	1
C12_Sobic.006G227400	2
C12_Sobic.006G230400	1
C12_Sobic.006G231332	1
C12_Sobic.006G232000	1
C12_Sobic.006G232600	2
C12_Sobic.006G234100	1
C12_Sobic.006G235700	1
C12_Sobic.006G236500	1
C12_Sobic.006G236800	2
C12_Sobic.006G237000	1
C12_Sobic.006G237200	1
C12_Sobic.006G238700	2
C12_Sobic.006G239300	1
C12_Sobic.006G240100	1
C12_Sobic.006G240300	1
C12_Sobic.006G241900	1
C12_Sobic.006G242500	1
C12_Sobic.006G243000	1
C12_Sobic.006G243100	1
C12_Sobic.006G243400	1
C12_Sobic.006G244600	1
C12_Sobic.006G244700	1
C12_Sobic.006G244900	1
C12_Sobic.006G245100	1
C12_Sobic.006G245700	1
C12_Sobic.006G245800	1
C12_Sobic.006G245900	1
C12_Sobic.006G248500	1
C12_Sobic.006G249300	1
C12_Sobic.006G249400	1
C12_Sobic.006G251500	1
C12_Sobic.006G252100	1
C12_Sobic.006G252300	1
C12_Sobic.006G253400	1
C12_Sobic.006G254100	1
C12_Sobic.006G254700	1
C12_Sobic.006G254800	1
C12_Sobic.006G255600	0
C12_Sobic.006G255900	1
C12_Sobic.006G256100	1
C12_Sobic.006G256300	1
C12_Sobic.006G256600	1
C12_Sobic.006G258000	1
C12_Sobic.006G259000	1
C12_Sobic.006G259700	1
C12_Sobic.006G259800	1
C12_Sobic.006G260101	1
C12_Sobic.006G260600	2
C12_Sobic.006G261300	1
C12_Sobic.006G261700	1
C12_Sobic.006G261800	1
C12_Sobic.006G262800	1
C12_Sobic.006G262900	1
C12_Sobic.006G263000	1
C12_Sobic.006G263100	1
C12_Sobic.006G263200	1
C12_Sobic.006G263700	1
C12_Sobic.006G264201	3
C12_Sobic.006G264500	1
C12_Sobic.006G265800	1
C12_Sobic.006G266200	1
C12_Sobic.006G266300	1
C12_Sobic.006G266600	1
C12_Sobic.006G266700	1
C12_Sobic.006G267200	1
C12_Sobic.006G267300	1
C12_Sobic.006G267600	1
C12_Sobic.006G267800	1
C12_Sobic.006G267900	1
C12_Sobic.006G268000	1
C12_Sobic.006G269200	1
C12_Sobic.006G270000	1
C12_Sobic.006G270100	1
C12_Sobic.006G270300	1
C12_Sobic.006G271300	2
C12_Sobic.006G271900	1
C12_Sobic.006G273700	1
C12_Sobic.006G273900	1
C12_Sobic.006G274400	1
C12_Sobic.006G274800	1
C12_Sobic.006G275000	1
C12_Sobic.006G275500	1
C12_Sobic.006G276000	1
C12_Sobic.006G276200	1
C12_Sobic.006G277000	1
C12_Sobic.006G277300	1
C12_Sobic.006G278200	1
C12_Sobic.006G278400	1
C12_Sobic.006G278500	1
C12_Sobic.006G279700	2
C12_Sobic.006G280800	1
C12_Sobic.006G281000	1
C12_Sobic.006G281200	1
C12_Sobic.006G281400	1
C12_Sobic.006G281600	1
C12_Sobic.006G281900	1
C12_Sobic.007G000900	1
C12_Sobic.007G001200	1
C12_Sobic.007G002500	1
C12_Sobic.007G004200	1
C12_Sobic.007G004700	1
C12_Sobic.007G004800	1
C12_Sobic.007G005300	2
C12_Sobic.007G006900	1
C12_Sobic.007G008200	1
C12_Sobic.007G008300	1
C12_Sobic.007G009300	2
C12_Sobic.007G010000	1
C12_Sobic.007G010200	1
C12_Sobic.007G010700	1
C12_Sobic.007G010800	1
C12_Sobic.007G010900	1
C12_Sobic.007G011000	1
C12_Sobic.007G013500	1
C12_Sobic.007G014900	1
C12_Sobic.007G015300	1
C12_Sobic.007G016800	1
C12_Sobic.007G019100	1
C12_Sobic.007G019200	1
C12_Sobic.007G019300	1
C12_Sobic.007G019600	1
C12_Sobic.007G020300	1
C12_Sobic.007G022700	1
C12_Sobic.007G023100	1
C12_Sobic.007G023200	1
C12_Sobic.007G023800	1
C12_Sobic.007G024500	1
C12_Sobic.007G024700	1
C12_Sobic.007G026200	1
C12_Sobic.007G026500	1
C12_Sobic.007G027000	1
C12_Sobic.007G027700	1
C12_Sobic.007G028500	1
C12_Sobic.007G029100	1
C12_Sobic.007G029600	1
C12_Sobic.007G029700	1
C12_Sobic.007G030600	1
C12_Sobic.007G030800	1
C12_Sobic.007G031100	1
C12_Sobic.007G032400	1
C12_Sobic.007G034100	1
C12_Sobic.007G034500	1
C12_Sobic.007G035600	1
C12_Sobic.007G035700	2
C12_Sobic.007G036800	1
C12_Sobic.007G037100	1
C12_Sobic.007G037900	1
C12_Sobic.007G038700	1
C12_Sobic.007G038900	1
C12_Sobic.007G039001	1
C12_Sobic.007G041300	1
C12_Sobic.007G041900	0
C12_Sobic.007G045201	1
C12_Sobic.007G045500	1
C12_Sobic.007G047300	1
C12_Sobic.007G048700	1
C12_Sobic.007G049800	1
C12_Sobic.007G049900	1
C12_Sobic.007G050800	3
C12_Sobic.007G051501	1
C12_Sobic.007G052300	1
C12_Sobic.007G054000	1
C12_Sobic.007G056500	1
C12_Sobic.007G056600	1
C12_Sobic.007G056700	1
C12_Sobic.007G058001	1
C12_Sobic.007G059900	1
C12_Sobic.007G060000	1
C12_Sobic.007G060700	1
C12_Sobic.007G061100	2
C12_Sobic.007G061500	1
C12_Sobic.007G062600	1
C12_Sobic.007G063800	1
C12_Sobic.007G064100	1
C12_Sobic.007G065500	1
C12_Sobic.007G065700	1
C12_Sobic.007G067700	1
C12_Sobic.007G067900	1
C12_Sobic.007G068000	1
C12_Sobic.007G069000	1
C12_Sobic.007G071000	1
C12_Sobic.007G071200	1
C12_Sobic.007G072133	0
C12_Sobic.007G072400	1
C12_Sobic.007G073100	1
C12_Sobic.007G073600	1
C12_Sobic.007G073700	1
C12_Sobic.007G075800	1
C12_Sobic.007G076000	0
C12_Sobic.007G076300	1
C12_Sobic.007G076400	1
C12_Sobic.007G078100	1
C12_Sobic.007G078200	1
C12_Sobic.007G078500	1
C12_Sobic.007G079700	1
C12_Sobic.007G080600	1
C12_Sobic.007G084300	1
C12_Sobic.007G085300	1
C12_Sobic.007G085350	1
C12_Sobic.007G085700	1
C12_Sobic.007G087100	1
C12_Sobic.007G088000	1
C12_Sobic.007G088900	1
C12_Sobic.007G089500	1
C12_Sobic.007G089800	1
C12_Sobic.007G090200	1
C12_Sobic.007G090400	1
C12_Sobic.007G090448	1
C12_Sobic.007G090900	1
C12_Sobic.007G094000	1
C12_Sobic.007G094200	1
C12_Sobic.007G095500	1
C12_Sobic.007G096200	1
C12_Sobic.007G097000	1
C12_Sobic.007G097100	2
C12_Sobic.007G097800	1
C12_Sobic.007G098100	1
C12_Sobic.007G098200	1
C12_Sobic.007G100425	1
C12_Sobic.007G101500	1
C12_Sobic.007G102500	1
C12_Sobic.007G102600	2
C12_Sobic.007G102800	1
C12_Sobic.007G105900	1
C12_Sobic.007G106500	1
C12_Sobic.007G107900	1
C12_Sobic.007G109700	1
C12_Sobic.007G111700	1
C12_Sobic.007G112000	1
C12_Sobic.007G112832	1
C12_Sobic.007G113300	1
C12_Sobic.007G113400	1
C12_Sobic.007G114600	1
C12_Sobic.007G115100	1
C12_Sobic.007G115400	1
C12_Sobic.007G115801	1
C12_Sobic.007G115900	1
C12_Sobic.007G116100	1
C12_Sobic.007G116600	1
C12_Sobic.007G116800	2
C12_Sobic.007G118000	1
C12_Sobic.007G118075	1
C12_Sobic.007G118600	1
C12_Sobic.007G119700	1
C12_Sobic.007G122200	1
C12_Sobic.007G123500	1
C12_Sobic.007G123600	1
C12_Sobic.007G123800	1
C12_Sobic.007G124800	1
C12_Sobic.007G125500	0
C12_Sobic.007G126100	1
C12_Sobic.007G126200	2
C12_Sobic.007G126500	1
C12_Sobic.007G126900	1
C12_Sobic.007G130900	1
C12_Sobic.007G132200	1
C12_Sobic.007G134100	1
C12_Sobic.007G134300	1
C12_Sobic.007G134800	1
C12_Sobic.007G136200	1
C12_Sobic.007G136900	3
C12_Sobic.007G137000	1
C12_Sobic.007G137350	1
C12_Sobic.007G139400	1
C12_Sobic.007G139500	1
C12_Sobic.007G139900	1
C12_Sobic.007G140100	1
C12_Sobic.007G140300	1
C12_Sobic.007G140400	1
C12_Sobic.007G140800	1
C12_Sobic.007G140900	2
C12_Sobic.007G141100	1
C12_Sobic.007G141420	1
C12_Sobic.007G142100	2
C12_Sobic.007G142200	3
C12_Sobic.007G142500	1
C12_Sobic.007G142600	1
C12_Sobic.007G143000	1
C12_Sobic.007G143300	1
C12_Sobic.007G144600	1
C12_Sobic.007G147101	1
C12_Sobic.007G148800	1
C12_Sobic.007G150100	2
C12_Sobic.007G150200	1
C12_Sobic.007G150700	1
C12_Sobic.007G151500	1
C12_Sobic.007G152101	1
C12_Sobic.007G152300	1
C12_Sobic.007G152900	1
C12_Sobic.007G153700	1
C12_Sobic.007G155500	1
C12_Sobic.007G155600	1
C12_Sobic.007G155700	1
C12_Sobic.007G155900	1
C12_Sobic.007G158100	1
C12_Sobic.007G158300	1
C12_Sobic.007G158900	1
C12_Sobic.007G159800	1
C12_Sobic.007G160050	1
C12_Sobic.007G161400	1
C12_Sobic.007G162250	1
C12_Sobic.007G163600	1
C12_Sobic.007G164101	1
C12_Sobic.007G164200	1
C12_Sobic.007G164300	1
C12_Sobic.007G165300	1
C12_Sobic.007G165900	1
C12_Sobic.007G166300	1
C12_Sobic.007G167100	1
C12_Sobic.007G167300	1
C12_Sobic.007G167700	1
C12_Sobic.007G167800	1
C12_Sobic.007G168200	1
C12_Sobic.007G168600	1
C12_Sobic.007G168900	1
C12_Sobic.007G169500	1
C12_Sobic.007G171400	1
C12_Sobic.007G171800	1
C12_Sobic.007G172400	1
C12_Sobic.007G173800	1
C12_Sobic.007G174300	1
C12_Sobic.007G174900	1
C12_Sobic.007G177000	1
C12_Sobic.007G177200	1
C12_Sobic.007G178100	1
C12_Sobic.007G179900	1
C12_Sobic.007G180600	1
C12_Sobic.007G180900	1
C12_Sobic.007G181300	1
C12_Sobic.007G182500	1
C12_Sobic.007G184200	1
C12_Sobic.007G184300	1
